steam_id,game_list,play_time_recommend
886,"['220', '340', '21000', '4570', '4580', '9310', '550', '223530', '33910', '33930', '219540', '42700', '42710', '12210', '12220', '20920', '24240', '72850', '204880', '104900', '97330', '91310', '113200', '730', '212680', '200710', '200510', '205790', '201790', '223390', '109600', '230410', '238960', '243870', '224580', '221040', '233720', '43160', '218620', '236370', '242920', '233250', '213850', '245130', '248820', '235600', '250560', '251570', '252950', '236510', '242050', '234530', '262060', '39210', '265930', '266840', '230230', '373420', '249050', '210770', '8930', '235460', '273110', '222880', '246620', '236430', '287700', '201810', '9450', '15620', '20570', '56400', '311340', '262750', '242640', '330840', '236110', '250900', '12120', '12250', '271590', '346900', '339280', '39120', '363970', '235540', '365590']","['21690', '381210', '304240', '433850', '391220']"
887,"['10', '80', '100', '240', '300', '320', '340', '220', '20', '50', '70', '130', '4000', '4540', '4550', '475150', '4760', '4770', '12140', '12150', '9450', '2780', '13240', '13210', '380', '420', '15100', '19200', '15700', '15710', '7650', '7660', '7730', '7760', '7770', '24740', '22200', '1250', '35420', '6060', '6080', '34900', '11370', '20530', '38430', '21690', '32400', '24840', '25500', '20900', '24790', '24810', '18820', '45710', '45730', '6800', '6810', '6830', '6840', '21090', '21110', '21120', '61500', '8980', '33600', '33610', '57640', '15750', '15740', '70000', '91900', '105600', '17470', '47780', '22230', '96100', '65790', '46520', '107200', '46560', '200230', '65800', '12100', '12110', '12120', '12230', '12240', '12250', '70640', '205790', '105450', '202530', '202310', '205730', '203650', '3130', '7830', '63940', '64000', '204860', '207610', '98300', '57900', '113200', '98400', '207370', '207380', '207400', '209080', '730', '211260', '4920', '10500', '219150', '204630', '214590', '220820', '211400', '214170', '219760', '219780', '204100', '222980', '2280', '2290', '2300', '9160', '224900', '227200', '49540', '228400', '11610', '99910', '203290', '206210', '212500', '213650', '218230', '230410', '236390', '238070', '238260', '243870', '39000', '214420', '223710', '262410', '265630', '271290', '286100', '202090', '206500', '223750', '224260', '226320', '239220', '241640', '253710', '221040', '220823', '225260', '221380', '233450', '65780', '219190', '230700', '225140', '203250', '7000', '8000', '8140', '203160', '224960', '224980', '225000', '225020', '225300', '225320', '233230', '234940', '48220', '226980', '238210', '35450', '236090', '206190', '237430', '230820', '35700', '35720', '242920', '243300', '39140', '245130', '91310', '216250', '207140', '368730', '246300', '246880', '214560', '231040', '242940', '239070', '248610', '248820', '248860', '218620', '238320', '250180', '250520', '219640', '232210', '251570', '252330', '252490', '253290', '253650', '236450', '220824', '254590', '243800', '241540', '224860', '247660', '256350', '213670', '258050', '242680', '259530', '260410', '254440', '247730', '238430', '217100', '261530', '262210', '264140', '264360', '108600', '266090', '296150', '266210', '266230', '266370', '39150', '211820', '367540', '39210', '221100', '241410', '269350', '270090', '270150', '270170', '270370', '319060', '239840', '4500', '20510', '41700', '235460', '550', '223530', '271670', '237990', '273110', '222880', '274520', '237870', '275530', '279260', '279520', '22600', '70600', '70620', '70650', '70660', '200170', '217200', '233840', '282440', '254700', '284100', '116100', '285580', '286160', '287120', '265120', '33910', '33930', '65700', '65720', '219540', '224580', '291430', '291450', '293540', '293880', '295710', '296570', '296910', '297020', '298340', '298520', '238460', '299480', '299540', '299860', '300280', '239120', '292120', '301520', '302690', '302910', '304930', '250400', '63380', '224600', '227700', '9900', '311080', '311100', '311870', '312010', '312990', '227940', '313980', '265590', '275510', '314760', '222900', '262750', '317530', '265750', '224300', '224920', '224940', '242960', '321350', '236830', '325210', '24240', '321360', '211420', '331470', '274940', '282070', '249050', '334230', '219740', '322330', '337270', '316390']",
888,"['4000', '550', '223530', '70100', '48900', '730', '57690', '248550', '248710', '218620', '252150', '270850', '272060', '283880', '285010', '289090', '298600', '299460', '239430', '306410', '314700', '277950', '315430', '321400', '24240', '329950', '331710', '338550', '343360', '344040', '345120', '351470', '354850', '363480', '366760', '370090', '375460', '378100', '382120', '382300', '385400', '386420', '388390', '392050', '392870', '394680', '395980', '397620', '397700', '398680', '399100', '399580', '400240', '400250', '403740', '407750', '410590', '412880', '422100', '428430', '432150', '434010', '434250', '434610', '443940', '447850', '447880', '449220', '449630', '457940', '462030', '463180', '467370', '368750', '473580', '473620', '473640', '477290', '485220', '486340', '486360', '486820', '487220', '488210', '489220', '484950', '48000', '491250', '443080', '319630', '508380']","['386360', '204450', '222880', '291550', '271590']"
889,"['220', '240', '280', '320', '340', '360', '1500', '1300', '1309', '1313', '380', '2500', '2810', '3800', '3830', '3920', '3970', '2990', '3200', '6600', '3480', '6850', '6860', '6900', '6880', '6510', '4520', '9180', '2270', '400', '420', '8080', '12100', '12110', '12120', '12170', '12180', '12230', '12240', '12250', '12900', '9450', '13000', '13540', '17300', '17330', '17340', '500', '22300', '19900', '4570', '4580', '9310', '4540', '4550', '475150', '7000', '8140', '13530', '18500', '17460', '17470', '15620', '24740', '29800', '22200', '7510', '9860', '21680', '6000', '35010', '35140', '15520', '6020', '6030', '32380', '32390', '32400', '20500', '24800', '41500', '550', '223530', '32430', '24980', '41700', '33230', '20570', '20820', '24960', '8190', '33220', '21090', '21110', '21120', '17410', '50620', '42700', '42710', '35130', '18040', '32500', '31280', '40800', '47780', '48950', '21100', '42910', '99810', '56400', '93200', '91600', '70000', '620', '92000', '72200', '20920', '105600', '91700', '55110', '7760', '16450', '97000', '50130', '8980', '98800', '22230', '96100', '48000', '107100', '28050', '24240', '113200', '102600', '201280', '9200', '80310', '72850', '94200', '202200', '38600', '67370', '203770', '65300', '7730', '64000', '102500', '203560', '98400', '115110', '203750', '207170', '105800', '210950', '206370', '50300', '31700', '7670', '409710', '7660', '7770', '7650', '200260', '204180', '108800', '204100', '92600', '212630', '55150', '206440', '108710', '202750', '202170', '50650', '730', '208580', '200510', '204300', '204360', '212680', '202970', '202990', '212910', '200710', '200170', '214870', '34030', '214560', '223510', '211400', '220460', '220240', '220780', '214510', '203140', '205930', '209190', '221640', '34330', '212700', '201790', '113020', '220440', '227200', '218060', '203160', '8930', '218230', '230410', '238960', '262410', '271290', '256410', '231200', '204240', '233150', '21690', '233450', '8870', '225140', '234900', '222480', '234190', '219740', '322330', '224760', '234940', '234710', '234650', '220200', '65930', '228300', '204450', '231430', '238210', '206190', '231160', '241600', '35700', '35720', '242820', '242880', '243120', '243160', '229480', '217140', '244890', '243950', '237550', '218820', '9480', '40390', '55230', '225640', '91310', '246420', '40300', '43110', '207930', '246680', '247020', '214770', '225080', '234080', '239030', '243780', '244210', '239070', '248820', '239350', '222940', '218620', '206420', '47790', '47830', '249590', '249650', '235600', '245280', '232810', '422420', '226960', '226720', '250260', '251110', '251130', '251470', '251710', '251730', '252130', '252270', '252410', '252490', '252670', '252950', '253030', '253190', '253290', '253650', '208610', '245170', '224460', '205100', '245450', '255220', '215630', '8850', '409720', '255870', '256330', '233130', '255520', '213670', '258200', '247000', '49520', '258910', '238010', '259470', '259530', '221910', '254440', '238430', '209000', '261180', '262060', '105450', '221380', '16700', '40970', '263140', '263280', '367690', '264140', '264200', '264240', '242700', '227300', '215530', '265300', '265830', '266130', '268870', '269210', '269490', '270550', '270770', '270790', '235460', '271590', '271670', '228380', '272860', '232790', '214490', '237990', '272890', '272990', '208670', '274250', '274350', '222880', '275200', '275610', '233350', '276890', '277430', '277850', '277870', '278360', '239160', '48700', '281220', '235210', '282140', '282760', '283230', '286040', '286140', '286340', '288470', '290380', '290770', '293240', '293780', '201810', '294440', '343800', '343820', '294860', '296070', '296970', '297290', '297760', '298110', '238460', '300340', '300550', '300570', '209650', '209660', '300580', '286690', '287390', '301640', '302590', '244160', '304460', '304930', '305640', '305920', '250400', '242570', '306550', '306700', '239250', '307090', '307590', '307600', '308040', '240760', '259130', '404730', '312630', '312920', '313080', '313130', '55100', '232430', '255420', '247080', '314830', '255070', '220820', '220823', '220824', '316790', '317100', '317510', '313340', '319550', '229810', '320520', '241930', '321560', '258520', '400430', '241540', '322910', '322920', '323320', '242640', '323380', '323720', '302510', '239140', '297120', '324570', '325090', '325370', '326670', '327390', '327890', '328730', '373970', '328760', '211420', '21000', '213330', '313690', '115100', '275180', '331440', '305620', '332500', '282070', '249050', '334230', '334420', '335300', '337150', '257510', '338170', '338760', '319630', '242680', '340050', '341730', '310740', '314660', '342610', '343100', '343810', '343830', '345120', '345540', '345820', '346010', '346110', '407530', '346180', '346560', '347430', '287290', '351570', '352520', '353700', '354240', '356040', '235540', '297130', '358960', '359050', '359320', '360740', '362680', '363970', '364670', '329460', '365770', '311210', '298180', '367500', '265930', '368370', '368650', '370240', '370480', '371500', '371890', '292030', '372830', '373480', '374010', '374320', '376780', '376790', '377160', '378510', '380890', '381780', '382480', '383150', '385060', '385150', '385200', '385390', '385630', '385980', '386700', '295790', '388340', '388880', '287700', '311340', '61700', '61730', '204060', '250700', '234140', '390910', '391340', '391540', '391740', '391420', '394770', '244710', '275100', '349740', '397690', '398710', '398850', '400170', '214950', '10500', '345260', '4700', '211160', '345240', '407810', '409160', '410820', '208650', '429470', '440430', '440431', '440432', '440433', '440434', '440435', '440436', '440437', '440438', '391220', '434260', '385730', '244930', '429330', '460640', '234630', '474750']","['307780', '409710', '220200', '35140', '221380']"
890,"['240', '4000', '4560', '9340', '20540', '228200', '550', '223530', '72850', '205790', '730', '10090', '202970', '202990', '212910', '221640', '208480', '208090', '236390', '238960', '242760', '248390', '218620', '238320', '219640', '232210', '251570', '252490', '252950', '214950', '213670', '221910', '242700', '265300', '265930', '221100', '230230', '373420', '8930', '222880', '282440', '289130', '245490', '224600', '307290', '227700', '313340', '209650', '209660', '319510', '258970', '65980', '274940', '332310', '346010', '346110', '407530', '346900', '339280', '363970', '292030', '377160', '386360', '398710', '403190', '411180', '411181', '411182', '411183', '411184', '411185', '411186', '411187', '411188', '411189', '411190', '411191', '411192', '411193', '411194', '419910', '420090', '523480', '523481', '523482', '523483', '523484', '523485', '523486', '523487', '523488', '523489', '523490', '437220', '364360', '273350']","['227300', '50130', '4000', '207610', '271590']"
891,"['220', '340', '4000', '12360', '550', '223530', '8190', '33930', '219540', '40800', '105600', '24240', '113200', '205790', '104900', '201790', '209080', '223470', '11020', '17020', '99900', '105430', '113400', '113420', '200210', '206210', '208090', '212070', '212160', '212800', '218230', '222520', '230410', '236390', '238960', '240320', '209870', '214420', '221360', '223710', '239660', '251670', '265630', '291150', '42160', '206500', '223750', '224260', '239220', '246280', '263540', '72850', '242760', '242860', '242920', '244850', '214950', '207140', '368730', '248350', '248530', '218620', '206420', '250320', '252490', '233130', '255520', '263060', '263760', '264710', '265210', '265930', '266010', '221100', '222880', '270550', '293540', '296470', '238460', '301520', '304050', '304930', '312990', '317360', '239140', '17570', '730', '337630', '242680', '346010', '346110', '407530', '346900', '347560', '355180', '359050', '248610', '365720', '367450', '377160', '377310', '385270', '387990', '399430', '368230', '496300', '225540', '431240', '434570', '244930', '310380', '444090', '444640']","['316010', '377160', '247730', '412880', '449800']"
892,"['4000', '220', '320', '340', '360', '380', '400', '420', '16450', '20900', '21090', '21110', '21120', '20920', '21100', '205790', '1250', '35420', '730', '57690', '36630', '104700', '200210', '208090', '212200', '212500', '212800', '218230', '230410', '238960', '243870', '223710', '202090', '224260', '245550', '343450', '217200', '91310', '216250', '214950', '550', '223530', '273110', '225840', '290140', '222900', '310380', '268420', '323370', '239140', '258970', '326960', '24240', '347830', '351570', '238370', '397080', '322330', '373680', '389870', '253030', '57300', '206420', '286690', '287390', '301910', '273350']","['425681', '222750', '47810', '39680', '218230']"
893,"['300', '240', '1670', '4000', '2540', '2545', '2550', '220', '320', '340', '360', '380', '400', '420', '15100', '10090', '16730', '17430', '9480', '17470', '24740', '11390', '4560', '9340', '20540', '228200', '24800', '24840', '24870', '20900', '23490', '10680', '10500', '33230', '33220', '43110', '32470', '17410', '42500', '70100', '12210', '12220', '47870', '50300', '34330', '92800', '8930', '70000', '620', '105600', '91700', '21100', '95900', '32800', '72850', '3830', '65730', '55230', '91600', '201570', '202200', '4700', '21010', '21030', '203770', '37400', '37420', '202310', '207170', '102600', '209730', '105800', '22100', '48700', '48720', '63380', '104900', '108800', '209080', '219640', '232210', '205790', '207730', '211400', '218740', '6850', '219740', '322330', '225600', '226120', '201790', '113020', '49540', '224540', '220740', '17080', '107900', '113400', '212070', '212160', '218230', '230410', '236390', '243870', '39000', '209870', '214420', '223710', '235400', '271290', '286100', '206500', '224260', '226320', '253710', '224580', '203160', '225420', '234190', '35450', '239450', '247020', '209000', '244590', '222940', '218620', '239820', '252490', '253410', '253650', '205100', '257710', '42910', '238430', '105450', '221380', '219830', '215530', '270850', '550', '223530', '236510', '244450', '273110', '274900', '278460', '278490', '280440', '282440', '283290', '283350', '283410', '285840', '231430', '290140', '33910', '33930', '65700', '65720', '219540', '291210', '291410', '291550', '270550', '293180', '293260', '295710', '297020', '298240', '301520', '65790', '303390', '304050', '304930', '8600', '8660', '211500', '224600', '307050', '9900', '307960', '311870', '312280', '227940', '314970', '222900', '258160', '318430', '6880', '8190', '323370', '302510', '324830', '324850', '24240', '329380', '730', '333930', '335240', '277950', '338180', '339470', '340050', '340350', '342370', '314420', '342570', '343360', '345220', '346330', '351800', '274620', '354290', '355180', '357480', '359050', '362400', '362610', '363480', '365300', '366760', '370100', '360480', '372000', '374570', '375950', '244050', '381210', '382120', '382240', '384180', '385370', '388420', '253030', '392050', '393410', '393530', '393930', '382490', '397100', '400250', '57300', '379640', '403740', '299360', '407530', '407840', '247730', '280790', '272890', '415880', '418070', '421960', '427270', '433210', '434110', '438040', '244930', '439940', '440090', '34270', '205230', '205950', '443940', '447570', '447850', '447940', '449140', '4570', '4580', '4760', '4770', '9310', '9450', '15620', '20570', '56400', '294860', '301120', '325610', '350280', '459820', '461560', '462930', '464780', '468560', '472680', '486340', '394360', '486820', '488210', '484950', '496920', '443080', '273350', '319630', '510660', '512470', '324810']","['377160', '371200', '521200', '322330', '234140']"
894,"['320', '4000', '240', '220', '340', '360', '380', '400', '420', '15120', '20', '50', '70', '130', '280', '22300', '26500', '21760', '21910', '1250', '35420', '22330', '6060', '10180', '10190', '550', '223530', '24980', '11200', '40100', '8190', '43110', '24780', '4760', '8930', '35130', '42700', '42710', '12210', '12220', '9340', '228200', '92800', '34330', '620', '105600', '7760', '16450', '50130', '17710', '57690', '1500', '1510', '1520', '1530', '72850', '201570', '67370', '7730', '22380', '203810', '50300', '7670', '409710', '7660', '7770', '7650', '204630', '730', '216110', '212680', '219640', '232210', '219150', '223830', '55230', '220240', '224540', '218230', '238960', '248570', '223750', '65930', '242880', '233250', '239030', '252490', '252950', '214950', '243800', '8850', '409720', '247000', '241910', '258590', '49520', '25910', '221910', '261640', '265930', '211820', '367540', '271590', '271820', '274920', '278080', '282440', '285900', '286160', '233290', '201810', '296770', '298930', '239430', '304930', '58610', '222750', '251060', '310380', '229970', '269210', '8080', '28000', '221380', '287450', '238320', '326180', '24240', '329380', '211420', '209650', '209660', '337320', '250900', '242680', '340300', '349480', '351570', '355000', '355180', '355840', '232090', '232150', '47780', '346680', '362890', '365300', '366440', '369300', '377160', '386070', '295790', '391540', '245170', '57300', '431240', '48000']","['324810', '222880', '4000', '252950', '282660']"
895,"['220', '340', '240', '4000', '10090', '550', '223530', '91600', '620', '39160', '105600', '42680', '42690', '55230', '2400', '2420', '2430', '63710', '204360', '202970', '202990', '212910', '219740', '322330', '212480', '200210', '230410', '238960', '243870', '39000', '248570', '265630', '42160', '224260', '239220', '253710', '233720', '244850', '207140', '368730', '218620', '263020', '257750', '265930', '268750', '273110', '224480', '274190', '222900', '238460', '302830', '304050', '304930', '291480', '296470', '323370', '730', '333930', '339800', '341800', '354140', '356670', '383080', '385770', '388090', '352460', '391540', '311210', '407530', '236110', '417860', '427730', '437220', '444640']",
896,"['4000', '16450', '17450', '10500', '43110', '32470', '34030', '4700', '34330', '44340', '105600', '32800', '72850', '12830', '200510', '212680', '55230', '205790', '57690', '214510', '204880', '13140', '17080', '109600', '203290', '206210', '212070', '218230', '230410', '236390', '238960', '223710', '262410', '206500', '223750', '253710', '222750', '242920', '244850', '234390', '219640', '232210', '252490', '244450', '222880', '22100', '48700', '48720', '279640', '254700', '285160', '33910', '33930', '65700', '65720', '219540', '224580', '301520', '304930', '310380', '312280', '291480', '227940', '315640', '222900', '17580', '241930', '227180', '325610', '346900', '333950', '349110', '365720', '380600', '390670', '214950', '211160', '345240', '407530', '107410']","['442080', '216260', '34030', '49520', '377160']"
897,"['4000', '21640', '6840', '11390', '10180', '10190', '550', '223530', '43110', '31280', '63710', '92100', '105600', '96100', '24240', '205790', '104900', '730', '10090', '202970', '202990', '212910', '55230', '208480', '8790', '226700', '57690', '99900', '107900', '113400', '207230', '208090', '230410', '236390', '238960', '243870', '209870', '237310', '239660', '248570', '251670', '262410', '218450', '253710', '264380', '203160', '65790', '233720', '224420', '218620', '257710', '254440', '266430', '218640', '274900', '275490', '278460', '281370', '282440', '283290', '284950', '287100', '287120', '291550', '292380', '293180', '297020', '298240', '203140', '205930', '301480', '301520', '302830', '303390', '304050', '304270', '304930', '63380', '224600', '312990', '227940', '315640', '222900', '317360', '317470', '326960', '328060', '215470', '333930', '338170', '339610', '339280', '355180', '364690', '370100', '383080', '389570', '391460', '394380', '299360', '407530', '403040', '280790', '351490', '360380', '370510', '34270', '205230', '205950', '378370', '48000', '502550', '319630']","['394690', '49520', '376870', '362890', '35140']"
898,"['240', '320', '340', '360', '380', '4000', '400', '12210', '17410', '1250', '35420', '3590', '6060', '10180', '10190', '550', '223530', '22370', '8190', '8930', '32500', '31280', '40800', '47890', '620', '105600', '48000', '113200', '205790', '104900', '209080', '730', '212680', '204360', '219640', '232210', '223470', '55230', '213610', '225320', '236390', '237310', '286100', '203160', '232010', '233450', '233720', '235070', '242760', '242920', '244850', '224540', '107410', '218620', '239820', '250260', '250320', '251630', '252490', '252950', '208610', '245170', '49520', '221910', '237760', '265210', '265890', '265930', '211820', '367540', '221100', '271590', '273110', '224480', '222880', '222900', '283310', '285900', '270550', '296470', '298260', '238460', '299460', '304930', '65930', '200510', '313740', '317400', '318430', '319510', '238320', '332800', '250900', '2400', '2420', '2430', '339800', '346120', '354140', '359050', '363970', '368990', '381210', '383080', '383870', '388090', '391540', '393420', '445900', '398100', '427730', '310380', '437220', '273350']","['282350', '268850', '275850', '242680', '211820']"
899,"['300', '220', '340', '240', '280', '360', '20', '50', '70', '130', '10', '30', '40', '60', '80', '100', '320', '380', '2100', '2130', '3920', '4000', '6900', '6850', '6860', '2600', '6910', '6920', '7800', '2270', '9000', '9010', '2280', '2290', '2300', '9050', '9070', '9160', '7670', '409710', '4760', '4500', '420', '11450', '4560', '9340', '228200', '12140', '12150', '9450', '13240', '13200', '13210', '13230', '13250', '12750', '15700', '15710', '7650', '7660', '7730', '7760', '7770', '20510', '12900', '22000', '500', '12200', '4570', '4580', '9310', '10090', '16730', '10500', '17390', '17430', '9480', '17470', '15620', '24740', '20540', '3590', '33910', '3720', '1250', '35420', '35700', '21680', '6060', '3700', '34900', '36000', '38400', '38410', '38420', '11390', '32370', '21690', '32390', '20500', '12830', '24860', '24800', '24870', '10180', '10190', '41500', '550', '223530', '20900', '23490', '17450', '32440', '12840', '22370', '34030', '24980', '40100', '38700', '20570', '10680', '43110', '8190', '6800', '6810', '6830', '6840', '27920', '400', '34010', '12100', '12110', '12120', '12170', '12180', '12210', '12220', '12230', '12240', '12250', '33930', '219540', '61000', '24780', '17410', '40990', '57300', '70300', '35130', '50620', '41000', '41050', '41060', '227780', '42700', '42710', '8980', '58520', '39670', '63700', '55140', '21130', '31280', '62000', '40800', '63500', '78000', '16450', '21090', '21110', '21120', '15740', '31290', '94500', '94510', '94520', '94530', '18000', '18020', '48950', '47890', '34330', '42910', '56400', '63710', '92800', '55040', '93200', '63200', '91600', '47920', '70000', '34270', '620', '97100', '92000', '72200', '22600', '20920', '105600', '24470', '31270', '98200', '91700', '44200', '6980', '22650', '50130', '98800', '107300', '107310', '22230', '91310', '55150', '96100', '48000', '107100', '61700', '18070', '107200', '28050', '57690', '42680', '42690', '111400', '24240', '17710', '9420', '113200', '102840', '3830', '65800', '102600', '201280', '201480', '39160', '39190', '39200', '72850', '55230', '201830', '201570', '202200', '18500', '22320', '205790', '204030', '2400', '2420', '2430', '94590', '41900', '67370', '21170', '206210', '22380', '205730', '58610', '207170', '207750', '108200', '110800', '201700', '207250', '96800', '216370', '225760', '209690', '104700', '207430', '207690', '22100', '48700', '48720', '203630', '211180', '207610', '200710', '211580', '206370', '211740', '50300', '208140', '104900', '211600', '205930', '108800', '204100', '200010', '214830', '108710', '202750', '211420', '201790', '49520', '204300', '1700', '205100', '214340', '209080', '209270', '8340', '8350', '8360', '8370', '8380', '31220', '31230', '31240', '31250', '31260', '202170', '730', '23450', '41700', '41740', '92700', '95900', '33600', '208580', '215670', '8930', '200510', '61730', '212680', '206440', '220780', '204360', '4920', '202970', '202990', '212910', '221260', '220860', '42160', '206980', '203140', '219150', '200170', '214560', '219640', '232210', '220740', '223830', '211400', '4720', '224920', '223470', '214510', '221640', '218680', '45740', '45770', '222980', '226120', '209190', '220440', '227580', '226700', '49540', '224540', '228260', '215710', '203160', '227300', '8870', '204080', '11020', '47410', '99900', '109600', '113420', '203290', '208090', '212160', '212180', '213650', '218230', '230410', '236390', '238960', '39000', '209870', '251670', '265630', '202090', '224260', '253710', '224580', '204240', '225260', '203250', '218060', '221380', '230150', '227860', '234490', '233450', '227080', '233740', '230050', '234900', '233720', '230700', '210770', '222480', '113020', '224760', '44350', '219740', '322330', '204450', '234710', '234190', '234650', '65930', '228300', '238210', '214950', '222730', '57640', '233980', '206190', '237110', '231740', '241600', '224420', '213030', '237570', '236370', '242820', '242880', '242920', '233250', '243160', '228960', '242110', '1200', '1230', '1280', '35450', '236830', '231430', '95000', '239450', '244850', '245150', '241320', '43160', '218820', '40390', '225640', '207140', '368730', '246420', '234390', '246960', '225080', '239030', '243780', '244590', '239070', '248310', '248650', '248820', '239350', '218620', '206420', '9710', '47790', '47830', '238280', '235600', '249650', '209000', '245280', '225280', '241240', '238320', '239200', '226720', '250180', '250260', '250320', '250460', '250580', '250700', '250900', '251470', '251530', '252110', '252310', '252370', '252410', '252490', '252630', '252950', '253030', '253410', '231310', '254960', '254980', '255220', '255370', '241540', '247430', '243040', '8850', '409720', '247660', '245620', '22120', '22140', '22180', '238910', '233130', '255520', '213670', '241910', '258890', '238010', '259530', '94400', '221910', '260730', '238430', '261030', '261180', '233700', '261640', '262390', '209160', '209170', '263280', '367690', '263860', '264140', '264200', '264540', '264690', '264730', '108600', '215530', '266110', '266130', '245490', '233150', '267340', '201040', '211820', '367540', '221100', '218640', '269210', '239220', '272470', '273110', '224480', '12710', '12770', '44340', '12810', '44320', '321040', '274170', '274230', '274250', '274290', '274310', '274350', '222880', '277890', '239160', '278420', '280220', '240760', '404730', '281200', '235210', '254700', '282050', '282400', '282440', '283270', '283290', '284460', '285160', '285900', '285980', '286160', '286460', '286480', '287120', '287700', '287980', '288470', '233290', '228400', '290890', '270550', '202310', '292630', '261510', '292930', '293260', '293540', '293660', '201810', '296470', '297000', '297020', '298260', '238460', '300580', '239430', '301520', '65790', '303210', '244160', '304050', '304930', '8600', '8660', '211500', '306660', '63380', '224600', '307880', '310080', '227700', '310560', '312530', '291480', '244630', '312840', '312990', '227940', '232430', '247080', '315260', '222900', '316790', '317360', '318430', '229810', '8080', '28000', '241930', '265890', '271900', '304410', '287450', '323060', '323320', '301970', '305050', '327310', '329380', '330570', '330830', '330840', '331340', '332500', '333930', '335240', '338170', '242680', '342200', '343710', '346900', '266510', '298630', '287290', '351090', '351570', '351800', '353360', '354240', '350080', '255710', '356670', '359050', '359220', '359310', '236450', '232090', '232150', '47780', '363970', '365660', '274270', '269670', '375820', '377160', '345180', '385770', '291550', '391540', '394310', '397550', '337000', '398710', '236110', '245170', '345260', '4700', '211160', '345240', '402840', '399780', '406110', '413150', '105450', '355950', '417860', '418070', '294000', '427270', '431240', '431500', '3910', '244070', '244090', '3900', '3990', '8800', '16810', '34440', '34450', '34460', '282210', '65980', '244930', '205230', '205950', '99300', '444640', '4770', '294860', '301120', '325610', '466170', '474750', '34190', '202530', '213610', '71250', '200940', '71340', '203650', '212480', '229660', '329440', '496920']","['271590', '363970', '7940', '342200', '17390']"
900,"['4000', '17390', '8190', '105600', '70600', '218680', '200210', '214420', '248570', '250420', '262410', '220200', '244850', '224540', '250340', '252950', '263060', '265930', '211820', '367540', '284160', '285900', '286160', '293540', '238460', '301520', '302830', '304050', '304930', '307640', '310370', '317470', '332310', '335240', '335330', '250900', '340810', '346010', '346120', '347630', '357340', '374040', '385770', '387990', '389570', '394380', '299360', '280790', '417860', '449470', '491260', '502550']","['211820', '282350', '109600', '222880', '242860']"
901,"['10', '80', '100', '4000', '12120', '12250', '207610', '104900', '730', '1930', '11610', '17020', '17080', '36630', '38830', '47410', '51100', '99900', '99910', '104700', '107900', '109400', '109600', '200210', '201210', '201230', '203290', '206210', '207230', '212070', '212160', '212200', '212500', '212800', '218130', '218230', '219340', '234310', '236390', '238070', '238260', '238960', '240320', '243870', '263500', '300970', '39120', '209870', '214420', '223710', '237310', '239660', '242590', '242720', '248570', '250600', '251670', '262410', '265630', '266070', '42160', '202090', '206500', '216150', '219700', '224260', '226320', '226980', '239220', '241640', '246280', '256410', '257730', '263540', '264380', '252570', '253900', '253980', '254060', '260410', '264300', '264360', '266150', '273110', '282440', '290730', '293540', '293560', '294160', '295710', '298630', '299700', '300040', '301520', '302830', '303390', '304930', '305260', '224600', '306830', '270570', '227700', '310370', '9900', '311700', '291480', '215080', '312990', '9880', '268420', '227940', '315640', '222900', '317360', '317410', '317470', '317510', '317760', '317790', '293500', '205790', '265650', '17580', '41300', '321840', '322170', '238590', '326960', '227180', '329020', '329110', '17570', '332070', '335150', '335330', '336040', '337410', '339120', '340460', '343630', '361630', '363970', '377160']","['373420', '241930', '284160', '220200', '219990']"
